year,month,province,occupancy_rate,checkin_count,visitors_total,visitors_thai,visitors_foreign,revenue_total_mb,revenue_thai_mb,revenue_foreign_mb,date,region,month_sin,month_cos,is_high_season,foreign_ratio,revenue_per_visitor
2024,6,ตาก,62.35,121478,179748,175689,4059,612.2599999999998,597.3199999999997,14.939999999999998,2024-06-01,ภาคเหนือ,1.2246467991473532e-16,-1.0,0,0.0225816142599639,3406.2131428444254
2024,7,ตาก,61.84,123005,170522,166409,4113,616.2900000000001,599.2,17.09,2024-07-01,ภาคเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.024120054890278,3614.1377652150463
2024,8,ตาก,63.58,123752,171263,167910,3353,618.53,604.6,13.93,2024-08-01,ภาคเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0195780758249008,3611.5798508726334
2024,9,ตาก,61.73,117869,162964,160189,2775,588.3099999999997,576.7799999999997,11.52999999999999,2024-09-01,ภาคเหนือ,-1.0,-1.8369701987210292e-16,0,0.0170283007289953,3610.061117792885
2024,10,ตาก,65.88,130066,184968,181680,3288,662.3000000000001,645.46,16.84,2024-10-01,ภาคเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0177760477487997,3580.619350374119
2024,11,ตาก,74.31,136781,194636,190575,4061,697.8499999999999,677.06,20.79,2024-11-01,ภาคเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0208645882570541,3585.41071538667
2024,12,ตาก,78.63,152942,217602,213211,4391,779.96,757.48,22.480000000000004,2024-12-01,ภาคเหนือ,-2.4492935982947064e-16,1.0,1,0.0201790424720361,3584.3420556796355
2025,1,ตาก,78.6,156300,217604,212779,4825,744.9000000000001,723.33,21.57,2025-01-01,ภาคเหนือ,0.4999999999999999,0.8660254037844387,1,0.022173305637764,3423.1907501700343
2025,2,ตาก,70.52,136689,190184,185436,4748,641.8900000000001,620.45,21.44,2025-02-01,ภาคเหนือ,0.8660254037844386,0.5000000000000001,1,0.0249652967652378,3375.099903251589
2025,3,ตาก,62.86,130188,180951,176665,4286,610.9000000000001,591.57,19.33,2025-03-01,ภาคเหนือ,1.0,6.123233995736766e-17,1,0.023685970235036,3376.0520803974564
2025,4,ตาก,68.03,129521,204280,201256,3024,694.21,684.2,10.01,2025-04-01,ภาคเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0148032112786371,3398.3258272958683
2025,5,ตาก,64.08,130173,193613,190988,2625,660.6500000000001,650.7,9.95,2025-05-01,ภาคเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0135579738963809,3412.2192208167844
2025,6,ตาก,62.93,122887,184982,181908,3074,643.37,632.32,11.05,2025-06-01,ภาคเหนือ,1.2246467991473532e-16,-1.0,0,0.0166178330864624,3478.014077045334
2025,7,ตาก,58.92,120077,169642,166229,3413,643.83,630.46,13.37,2025-07-01,ภาคเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0201188384951839,3795.227596939437
2025,8,ตาก,64.79,126814,176304,173469,2835,642.3,630.4,11.9,2025-08-01,ภาคเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.016080179689627,3643.1391233324257
2025,9,ตาก,65.57,124849,172940,170321,2619,631.32,620.25,11.07,2025-09-01,ภาคเหนือ,-1.0,-1.8369701987210292e-16,0,0.0151439805712964,3650.51462935122
2025,10,ตาก,66.73,132579,189941,186981,2960,687.24,671.9,15.34,2025-10-01,ภาคเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0155837865442426,3618.1761704950486
2025,11,ตาก,69.51,133520,192265,188592,3673,693.11,674.2,18.91,2025-11-01,ภาคเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0191038410527137,3604.972303851455
2025,12,ตาก,80.25,157285,225061,220996,4065,818.4599999999999,797.43,21.03,2025-12-01,ภาคเหนือ,-2.4492935982947064e-16,1.0,1,0.0180617699201549,3636.6140735178456
2024,1,นครนายก,68.01,125245,256893,255661,1232,689.2800000000001,684.34,4.94,2024-01-01,ภาคตะวันออก,0.4999999999999999,0.8660254037844387,1,0.0047957710019346,2683.1404514720143
2024,2,นครนายก,67.03,114472,234781,233615,1166,630.0,625.32,4.68,2024-02-01,ภาคตะวันออก,0.8660254037844386,0.5000000000000001,1,0.0049663303248559,2683.35171926178
2024,3,นครนายก,67.24,116519,238947,237658,1289,641.3299999999997,636.1499999999999,5.179999999999998,2024-03-01,ภาคตะวันออก,1.0,6.123233995736766e-17,1,0.0053945017095841,2683.9843145132586
2024,4,นครนายก,68.81,119711,287649,286497,1152,695.09,690.21,4.88,2024-04-01,ภาคตะวันออก,0.8660254037844387,-0.4999999999999998,0,0.0040048809486561,2416.4519953137333
2024,5,นครนายก,58.46,102361,245764,244504,1260,594.38,589.04,5.34,2024-05-01,ภาคตะวันออก,0.4999999999999999,-0.8660254037844387,0,0.0051268696798554,2418.49904786706
2024,6,นครนายก,59.04,103774,249149,247858,1291,602.5799999999999,597.1099999999999,5.470000000000001,2024-06-01,ภาคตะวันออก,1.2246467991473532e-16,-1.0,0,0.0051816382967621,2418.5527535731626
2024,7,นครนายก,60.54,105009,269457,268064,1393,605.62,599.75,5.87,2024-07-01,ภาคตะวันออก,-0.4999999999999997,-0.8660254037844388,0,0.0051696560119054,2247.5571241422563
2024,8,นครนายก,58.94,96724,247854,246204,1650,557.8000000000001,550.84,6.96,2024-08-01,ภาคตะวันออก,-0.8660254037844384,-0.5000000000000004,0,0.0066571449320971,2250.5184503780456
2024,9,นครนายก,57.58,92989,238067,236247,1820,536.2699999999995,528.5799999999995,7.689999999999999,2024-09-01,ภาคตะวันออก,-1.0,-1.8369701987210292e-16,0,0.0076449066859329,2252.601158497396
2024,10,นครนายก,59.18,97051,205046,203308,1738,522.6899999999999,514.13,8.56,2024-10-01,ภาคตะวันออก,-0.8660254037844386,0.5000000000000001,0,0.0084761468158364,2549.135315977878
2024,11,นครนายก,63.77,106891,225849,223961,1888,575.66,566.36,9.3,2024-11-01,ภาคตะวันออก,-0.5000000000000004,0.8660254037844384,1,0.0083595676757479,2548.871148422176
2024,12,นครนายก,68.4,127200,268806,266636,2170,684.9499999999998,674.2799999999997,10.670000000000002,2024-12-01,ภาคตะวันออก,-2.4492935982947064e-16,1.0,1,0.0080727364716561,2548.12020565017
2025,1,นครนายก,66.8,122416,246095,244683,1412,664.6500000000001,659.57,5.08,2025-01-01,ภาคตะวันออก,0.4999999999999999,0.8660254037844387,1,0.0057376216501757,2700.786281720474
2025,2,นครนายก,67.83,117928,249075,247634,1441,662.8000000000001,657.61,5.19,2025-02-01,ภาคตะวันออก,0.8660254037844386,0.5000000000000001,1,0.0057854060022081,2661.045869717957
2025,3,นครนายก,66.08,114752,242881,240934,1947,651.03,644.77,6.26,2025-03-01,ภาคตะวันออก,1.0,6.123233995736766e-17,1,0.0080162713427563,2680.448450064024
2025,4,นครนายก,69.29,125098,303798,301816,1982,825.1600000000001,817.57,7.59,2025-04-01,ภาคตะวันออก,0.8660254037844387,-0.4999999999999998,0,0.0065240719162074,2716.1469134095687
2025,5,นครนายก,62.3,107141,243043,240910,2133,614.1600000000001,606.95,7.21,2025-05-01,ภาคตะวันออก,0.4999999999999999,-0.8660254037844387,0,0.0087762247832688,2526.9602498323347
2025,6,นครนายก,60.26,105113,262852,261614,1238,649.47,644.76,4.71,2025-06-01,ภาคตะวันออก,1.2246467991473532e-16,-1.0,0,0.0047098747584191,2470.858125485064
2025,7,นครนายก,62.81,107519,282201,280904,1297,621.09,615.64,5.45,2025-07-01,ภาคตะวันออก,-0.4999999999999997,-0.8660254037844388,0,0.0045960148971832,2200.878097526231
2025,8,นครนายก,62.19,101276,270608,269189,1419,597.91,592.1,5.81,2025-08-01,ภาคตะวันออก,-0.8660254037844384,-0.5000000000000004,0,0.0052437474132324,2209.506001300774
2025,9,นครนายก,59.86,97460,252566,250701,1865,565.5,557.58,7.92,2025-09-01,ภาคตะวันออก,-1.0,-1.8369701987210292e-16,0,0.007384208484119,2239.0187119406414
2025,10,นครนายก,61.5,99515,218797,216511,2286,545.76,534.73,11.03,2025-10-01,ภาคตะวันออก,-0.8660254037844386,0.5000000000000001,0,0.0104480408780741,2494.366924592202
2025,11,นครนายก,64.49,107645,235059,232690,2369,584.87,573.57,11.3,2025-11-01,ภาคตะวันออก,-0.5000000000000004,0.8660254037844384,1,0.0100783207620214,2488.1838176798165
2025,12,นครนายก,69.52,129013,288607,285583,3024,714.86,700.94,13.92,2025-12-01,ภาคตะวันออก,-2.4492935982947064e-16,1.0,1,0.0104779163360556,2476.932298939388
2024,1,นครปฐม,55.5,82542,369365,362572,6793,576.62,561.28,15.34,2024-01-01,ภาคกลาง,0.4999999999999999,0.8660254037844387,1,0.0183910224303872,1561.1116375401027
2024,2,นครปฐม,57.27,85835,385098,379520,5578,600.12,587.52,12.6,2024-02-01,ภาคกลาง,0.8660254037844386,0.5000000000000001,1,0.0144846246929353,1558.3565741707305
2024,3,นครปฐม,56.74,87844,393472,386809,6663,613.8400000000001,598.7800000000002,15.060000000000002,2024-03-01,ภาคกลาง,1.0,6.123233995736766e-17,1,0.0169338606050748,1560.0601821730647
2024,4,นครปฐม,55.83,80238,361890,355054,6836,635.9699999999999,617.93,18.04,2024-04-01,ภาคกลาง,0.8660254037844387,-0.4999999999999998,0,0.018889717870071,1757.3572079913783
2024,5,นครปฐม,51.34,73754,333551,327989,5562,585.5,570.82,14.68,2024-05-01,ภาคกลาง,0.4999999999999999,-0.8660254037844387,0,0.0166751111524174,1755.353753998639
2024,6,นครปฐม,50.28,71704,322622,315893,6729,567.5400000000004,549.7800000000002,17.759999999999998,2024-06-01,ภาคกลาง,1.2246467991473532e-16,-1.0,0,0.0208572261036135,1759.148477165229
2024,7,นครปฐม,53.75,75954,412518,404982,7536,659.83,642.76,17.07,2024-07-01,ภาคกลาง,-0.4999999999999997,-0.8660254037844388,0,0.0182682937471819,1599.5180816352256
2024,8,นครปฐม,52.43,74592,405156,397784,7372,648.0400000000001,631.34,16.7,2024-08-01,ภาคกลาง,-0.8660254037844384,-0.5000000000000004,0,0.0181954605139748,1599.4826684042694
2024,9,นครปฐม,63.14,84984,463457,456662,6795,740.1699999999998,724.7800000000002,15.390000000000008,2024-09-01,ภาคกลาง,-1.0,-1.8369701987210292e-16,0,0.0146615543621091,1597.062942193127
2024,10,นครปฐม,58.87,79574,386804,381202,5602,666.59,651.38,15.21,2024-10-01,ภาคกลาง,-0.8660254037844386,0.5000000000000001,0,0.0144827871480129,1723.3275767572206
2024,11,นครปฐม,62.4,87289,423480,416734,6746,730.4100000000001,712.09,18.32,2024-11-01,ภาคกลาง,-0.5000000000000004,0.8660254037844384,1,0.0159299140455275,1724.7803910456223
2024,12,นครปฐม,63.24,90728,440745,434156,6589,759.7199999999998,741.8499999999997,17.869999999999997,2024-12-01,ภาคกลาง,-2.4492935982947064e-16,1.0,1,0.0149496874610035,1723.717796004492
2025,1,นครปฐม,58.93,89155,398378,391022,7356,647.94,630.19,17.75,2025-01-01,ภาคกลาง,0.4999999999999999,0.8660254037844387,1,0.0184648750684023,1626.4452354296673
2025,2,นครปฐม,59.35,90859,402150,395434,6716,620.07,604.6,15.47,2025-02-01,ภาคกลาง,0.8660254037844386,0.5000000000000001,1,0.0167002362302623,1541.887355464379
2025,3,นครปฐม,57.18,89859,397976,391414,6562,635.55,620.14,15.41,2025-03-01,ภาคกลาง,1.0,6.123233995736766e-17,1,0.0164884314632038,1596.95559531228
2025,4,นครปฐม,58.66,84683,407043,400478,6565,682.47,666.0,16.47,2025-04-01,ภาคกลาง,0.8660254037844387,-0.4999999999999998,0,0.0161285171345533,1676.653326552723
2025,5,นครปฐม,54.06,77928,387469,382198,5271,625.23,610.89,14.34,2025-05-01,ภาคกลาง,0.4999999999999999,-0.8660254037844387,0,0.0136036689386763,1613.6258642626894
2025,6,นครปฐม,52.48,74773,364663,358268,6395,627.6,610.95,16.65,2025-06-01,ภาคกลาง,1.2246467991473532e-16,-1.0,0,0.0175367394004875,1721.0410707968726
2025,7,นครปฐม,55.64,79129,441951,434384,7567,762.99,745.35,17.64,2025-07-01,ภาคกลาง,-0.4999999999999997,-0.8660254037844388,0,0.0171218076212068,1726.413109145584
2025,8,นครปฐม,53.48,76896,434028,427017,7011,704.89,688.35,16.54,2025-08-01,ภาคกลาง,-0.8660254037844384,-0.5000000000000004,0,0.0161533357294921,1624.065728478347
2025,9,นครปฐม,51.75,69952,438785,432389,6396,719.31,704.18,15.13,2025-09-01,ภาคกลาง,-1.0,-1.8369701987210292e-16,0,0.0145766149708855,1639.3222193101406
2025,10,นครปฐม,68.38,91419,493464,488180,5284,862.01,847.9,14.11,2025-10-01,ภาคกลาง,-0.8660254037844386,0.5000000000000001,0,0.0107079746445536,1746.8548870839616
2025,11,นครปฐม,60.55,84176,443498,437118,6380,769.53,752.35,17.18,2025-11-01,ภาคกลาง,-0.5000000000000004,0.8660254037844384,1,0.014385634208046,1735.1374752535523
2025,12,นครปฐม,65.79,93903,473826,467521,6305,818.44,801.32,17.12,2025-12-01,ภาคกลาง,-2.4492935982947064e-16,1.0,1,0.0133065724548673,1727.300739089877
2024,1,นครพนม,76.48,71910,196241,181805,14436,325.38,301.32,24.06,2024-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0735626092406785,1658.0632997182036
2024,2,นครพนม,80.49,73640,206349,183691,22658,342.2,304.44,37.76,2024-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.1098042636504175,1658.3555045093506
2024,3,นครพนม,73.03,67038,182115,169871,12244,301.96000000000026,281.5400000000002,20.420000000000016,2024-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0672322433627103,1658.073195508334
2024,4,นครพนม,75.25,70833,197953,182520,15433,365.74,334.92,30.82,2024-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0779629508014528,1847.610291331781
2024,5,นครพนม,70.97,66198,184912,170644,14268,341.62,313.13,28.49,2024-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0771610279484295,1847.4733927489835
2024,6,นครพนม,67.27,63657,177885,164041,13844,328.67,301.02,27.64999999999999,2024-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0778255614582455,1847.6543834499807
2024,7,นครพนม,81.57,74477,202612,190422,12190,399.96,372.77,27.19,2024-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0601642548318954,1974.0193078396144
2024,8,นครพนม,69.82,64798,176019,166083,9936,347.29,325.13,22.16,2024-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0564484515876127,1973.025639277578
2024,9,นครพนม,68.4,62434,170273,158974,11299,336.4100000000001,311.2100000000001,25.2,2024-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0663581425123184,1975.7095957667984
2024,10,นครพนม,71.7,67472,192694,177251,15443,385.18,344.58,40.6,2024-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0801426095259842,1998.9205683622736
2024,11,นครพนม,68.8,62904,179872,164555,15317,360.17,319.9,40.27,2024-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0851549991104785,2002.3683508272543
2024,12,นครพนม,72.97,68384,195238,179834,15404,390.09000000000015,349.59000000000003,40.500000000000014,2024-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0788985750724756,1998.0229258648424
2025,1,นครพนม,71.09,66969,188488,166667,21821,312.6,276.23,36.37,2025-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.1157686430966427,1658.4610160859047
2025,2,นครพนม,80.9,74571,237246,210421,26825,370.85,327.31,43.54,2025-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.1130682919838479,1563.145427109414
2025,3,นครพนม,76.85,69703,186237,173369,12868,310.19,288.19,22.0,2025-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0690947556071027,1665.565918694996
2025,4,นครพนม,79.23,76287,204841,193526,11315,372.4,353.77,18.63,2025-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0552379650558237,1817.9954208386016
2025,5,นครพนม,77.21,71189,199808,187299,12509,353.51,333.51,20.0,2025-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0626051008968609,1769.248478539398
2025,6,นครพนม,65.6,61932,174862,163828,11034,308.22,290.7,17.52,2025-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0631011883656826,1762.6471160114834
2025,7,นครพนม,84.1,78238,213227,200134,13093,438.14,409.97,28.17,2025-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0614040435779708,2054.805442087541
2025,8,นครพนม,75.76,69076,189979,180346,9633,359.96,338.58,21.38,2025-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0507056043036335,1894.7357339495416
2025,9,นครพนม,77.21,69939,187321,175734,11587,371.07,346.78,24.29,2025-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0618563855627505,1980.93112891774
2025,10,นครพนม,79.28,72027,203562,188842,14720,405.71,367.95,37.76,2025-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0723121211228028,1993.0537133649696
2025,11,นครพนม,68.01,62190,177517,163163,14354,354.96,318.28,36.68,2025-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0808598613090577,1999.583138516311
2025,12,นครพนม,74.94,70439,203215,187664,15551,404.06,361.9,42.16,2025-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0765248628300076,1988.337475087961
2024,1,นครราชสีมา,71.88,457655,770924,745303,25621,1892.99,1787.11,105.88,2024-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0332341450000259,2455.4819930369267
2024,2,นครราชสีมา,69.8,422008,710659,684131,26528,1750.06,1640.43,109.63,2024-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.0373287329084694,2462.587541985678
2024,3,นครราชสีมา,67.71,415258,699453,675495,23958,1718.4700000000007,1619.750000000001,98.72000000000004,2024-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0342524801523476,2456.877016754522
2024,4,นครราชสีมา,70.82,425567,716963,698150,18813,1844.75,1779.15,65.6,2024-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0262398478024667,2573.005859437656
2024,5,นครราชสีมา,66.52,404122,680273,663957,16316,1748.9,1692.01,56.89,2024-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0239844885803199,2570.879632147682
2024,6,นครราชสีมา,64.39,398882,671372,655489,15883,1726.02,1670.4300000000003,55.58999999999999,2024-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0236575251872285,2570.884695816924
2024,7,นครราชสีมา,69.78,426654,693287,675144,18143,1801.25,1734.16,67.09,2024-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0261695372911939,2598.130355826664
2024,8,นครราชสีมา,72.03,444092,721045,703798,17247,1871.54,1807.76,63.78,2024-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0239194502423565,2595.593894971881
2024,9,นครราชสีมา,69.92,435536,707309,689951,17358,1836.130000000001,1772.1900000000005,63.93999999999997,2024-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0245409007944194,2595.9375605287096
2024,10,นครราชสีมา,76.26,465756,790549,772377,18172,2049.35,1982.88,66.47,2024-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0229865574429921,2592.312430981508
2024,11,นครราชสีมา,78.51,479843,814824,795008,19816,2113.47,2040.98,72.49,2024-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.0243193622180986,2593.774851992577
2024,12,นครราชสีมา,83.73,535458,909885,885907,23978,2362.49,2274.3699999999994,88.12,2024-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.026352780845931,2596.4709825967016
2025,1,นครราชสีมา,73.67,469223,790301,762574,27727,1928.42,1819.03,109.39,2025-01-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,0.8660254037844387,1,0.0350841008678971,2440.108262548067
2025,2,นครราชสีมา,72.21,435047,732570,704599,27971,1793.61,1680.74,112.87,2025-02-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844386,0.5000000000000001,1,0.038182016735602,2448.3803595560835
2025,3,นครราชสีมา,73.77,469628,791077,764572,26505,1930.76,1823.8,106.96,2025-03-01,ภาคตะวันออกเฉียงเหนือ,1.0,6.123233995736766e-17,1,0.0335049559018907,2440.672652598925
2025,4,นครราชสีมา,75.57,495020,823583,787024,36559,2017.45,1880.21,137.24,2025-04-01,ภาคตะวันออกเฉียงเหนือ,0.8660254037844387,-0.4999999999999998,0,0.0443901828959558,2449.601315228702
2025,5,นครราชสีมา,75.11,449343,738003,713555,24448,1875.72,1779.99,95.73,2025-05-01,ภาคตะวันออกเฉียงเหนือ,0.4999999999999999,-0.8660254037844387,0,0.0331272366101492,2541.6156844890875
2025,6,นครราชสีมา,75.77,491542,804163,786587,17576,2027.17,1954.9,72.27,2025-06-01,ภาคตะวันออกเฉียงเหนือ,1.2246467991473532e-16,-1.0,0,0.0218562654586197,2520.844654628477
2025,7,นครราชสีมา,76.75,464498,743995,725315,18680,1843.88,1775.19,68.69,2025-07-01,ภาคตะวันออกเฉียงเหนือ,-0.4999999999999997,-0.8660254037844388,0,0.0251076956162339,2478.349988911216
2025,8,นครราชสีมา,77.53,472068,768878,745041,23837,1972.0,1886.33,85.67,2025-08-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844384,-0.5000000000000004,0,0.0310023176628801,2564.7762063682403
2025,9,นครราชสีมา,72.86,446115,722582,704200,18382,1873.67,1800.88,72.79,2025-09-01,ภาคตะวันออกเฉียงเหนือ,-1.0,-1.8369701987210292e-16,0,0.0254393273012613,2593.020584514976
2025,10,นครราชสีมา,77.42,471209,808109,789139,18970,2092.51,2024.03,68.48,2025-10-01,ภาคตะวันออกเฉียงเหนือ,-0.8660254037844386,0.5000000000000001,0,0.0234745560314264,2589.3907876288963
2025,11,นครราชสีมา,79.33,484964,836651,812007,24644,2172.29,2082.65,89.64,2025-11-01,ภาคตะวันออกเฉียงเหนือ,-0.5000000000000004,0.8660254037844384,1,0.029455531637445,2596.411167858522
2025,12,นครราชสีมา,85.72,547816,943157,916586,26571,2447.32,2350.72,96.6,2025-12-01,ภาคตะวันออกเฉียงเหนือ,-2.4492935982947064e-16,1.0,1,0.0281724039581957,2594.8171937439893
2024,1,นครศรีธรรมราช,70.49,201691,353580,347927,5653,1330.92,1307.04,23.88,2024-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.0159878952429436,3764.126930256237
2024,2,นครศรีธรรมราช,67.66,189136,331571,326276,5295,1248.08,1225.71,22.37,2024-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.0159694303784106,3764.1410135385786
2024,3,นครศรีธรรมราช,69.81,198841,348590,342981,5609,1312.1699999999996,1288.4799999999996,23.69000000000001,2024-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.0160905361599586,3764.221578358529
2024,4,นครศรีธรรมราช,75.09,224888,379658,373417,6241,1299.27,1267.04,32.23,2024-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.0164384788414836,3422.211569359792
2024,5,นครศรีธรรมราช,72.9,203761,344009,338763,5246,1176.56,1149.46,27.1,2024-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.01524960102788,3420.1430776520383
2024,6,นครศรีธรรมราช,71.27,198618,335337,330433,4904,1146.52,1121.19,25.33,2024-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.0146240945675544,3419.008340863072
2024,7,นครศรีธรรมราช,69.64,197816,362296,357495,4801,1342.45,1318.68,23.77,2024-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.0132515953805727,3705.395588137876
2024,8,นครศรีธรรมราช,70.79,220437,403663,398744,4919,1495.1799999999998,1470.83,24.35,2024-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.0121859075515962,3704.030342141836
2024,9,นครศรีธรรมราช,70.12,198585,363729,358735,4994,1347.9800000000005,1323.25,24.72999999999999,2024-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.0137300022819186,3706.000896271676
2024,10,นครศรีธรรมราช,72.9,216844,386346,381202,5144,1396.48,1372.35,24.13,2024-10-01,ภาคใต้,-0.8660254037844386,0.5000000000000001,0,0.0133144901202549,3614.583818649605
2024,11,นครศรีธรรมราช,65.91,188375,335661,330874,4787,1213.62,1191.17,22.45,2024-11-01,ภาคใต้,-0.5000000000000004,0.8660254037844384,1,0.0142614125561206,3615.61218014604
2024,12,นครศรีธรรมราช,70.95,220111,392173,386911,5262,1417.5999999999997,1392.91,24.69000000000001,2024-12-01,ภาคใต้,-2.4492935982947064e-16,1.0,1,0.0134175478679052,3614.731253808905
2025,1,นครศรีธรรมราช,73.74,213136,439417,433096,6321,1563.04,1534.59,28.45,2025-01-01,ภาคใต้,0.4999999999999999,0.8660254037844387,1,0.014384969175066,3557.0767630747105
2025,2,นครศรีธรรมราช,69.67,195194,342297,336747,5550,1322.27,1298.68,23.59,2025-02-01,ภาคใต้,0.8660254037844386,0.5000000000000001,1,0.016213989605518,3862.9318983222174
2025,3,นครศรีธรรมราช,70.61,208086,364945,358944,6001,1409.72,1384.29,25.43,2025-03-01,ภาคใต้,1.0,6.123233995736766e-17,1,0.016443573689186,3862.828645412322
2025,4,นครศรีธรรมราช,79.60000000000001,241417,400581,393991,6590,1372.9,1334.95,37.95,2025-04-01,ภาคใต้,0.8660254037844387,-0.4999999999999998,0,0.0164511047703211,3427.271887583285
2025,5,นครศรีธรรมราช,79.02000000000001,213582,330119,324670,5449,1187.15,1157.16,29.99,2025-05-01,ภาคใต้,0.4999999999999999,-0.8660254037844387,0,0.0165061689875469,3596.127457068512
2025,6,นครศรีธรรมราช,73.94,203762,324978,319958,5020,1118.77,1092.51,26.26,2025-06-01,ภาคใต้,1.2246467991473532e-16,-1.0,0,0.0154471995027355,3442.60226846125
2025,7,นครศรีธรรมราช,70.69,201654,378083,372903,5180,1498.3,1473.62,24.68,2025-07-01,ภาคใต้,-0.4999999999999997,-0.8660254037844388,0,0.0137006953499628,3962.8864561485175
2025,8,นครศรีธรรมราช,68.23,210970,398089,393537,4552,1458.25,1436.46,21.79,2025-08-01,ภาคใต้,-0.8660254037844384,-0.5000000000000004,0,0.0114346289397597,3663.125582470252
2025,9,นครศรีธรรมราช,78.16,217992,431024,425752,5272,1569.26,1543.16,26.1,2025-09-01,ภาคใต้,-1.0,-1.8369701987210292e-16,0,0.0122313374661271,3640.771743568804
